time,open,high,low,close,log_return,sigma,optimal_width
1970-01-01 00:00:01.757322000,4301.16,4333.84,4296.76,4318.49,0.004000125987119822,,
1970-01-01 00:00:01.757325600,4318.49,4337.28,4314.9,4328.22,0.0022505679285917076,,
1970-01-01 00:00:01.757329200,4328.23,4329.59,4298.87,4310.9,-0.004009673023445487,,
1970-01-01 00:00:01.757332800,4311.13,4322.84,4305.25,4320.0,0.0021087032341997256,,
1970-01-01 00:00:01.757336400,4320.0,4362.75,4315.49,4319.85,-3.47228250524291e-05,,
1970-01-01 00:00:01.757340000,4319.59,4358.09,4313.08,4350.8,0.007139056806591788,,
1970-01-01 00:00:01.757343600,4350.78,4384.24,4343.69,4371.49,0.004744175854312839,,
1970-01-01 00:00:01.757347200,4371.48,4373.06,4333.26,4338.82,-0.007501490349103487,,
1970-01-01 00:00:01.757350800,4338.62,4342.82,4299.4,4311.22,-0.006381495036771424,,
1970-01-01 00:00:01.757354400,4311.36,4335.7,4308.92,4329.27,0.004178009871286171,,
1970-01-01 00:00:01.757358000,4329.26,4329.27,4280.0,4292.82,-0.008455076935066098,,
1970-01-01 00:00:01.757361600,4293.06,4301.03,4281.3,4298.12,0.0012338581511210501,,
1970-01-01 00:00:01.757365200,4298.35,4322.11,4294.41,4321.91,0.005519716381806018,,
1970-01-01 00:00:01.757368800,4321.9,4331.81,4307.52,4311.12,-0.0024997030285904185,,
1970-01-01 00:00:01.757372400,4311.1,4320.35,4296.31,4305.84,-0.001225490349451158,,
1970-01-01 00:00:01.757376000,4305.85,4315.38,4288.87,4301.61,-0.0009828695700880106,,
1970-01-01 00:00:01.757379600,4301.61,4308.04,4281.51,4286.81,-0.0034465046306574815,,
1970-01-01 00:00:01.757383200,4286.76,4295.11,4276.33,4290.51,0.0008627403966505277,,
1970-01-01 00:00:01.757386800,4290.72,4309.47,4287.85,4306.85,0.0038011714467200293,,
1970-01-01 00:00:01.757390400,4306.85,4318.22,4303.22,4313.59,0.001563725604124184,,
1970-01-01 00:00:01.757394000,4313.41,4320.92,4302.21,4319.12,0.001281173758046979,,
1970-01-01 00:00:01.757397600,4319.01,4375.8,4315.48,4365.68,0.010722284007129247,,
1970-01-01 00:00:01.757401200,4365.73,4382.03,4346.1,4361.72,-0.000907486828096766,,
1970-01-01 00:00:01.757404800,4361.67,4366.88,4343.45,4359.71,-0.0004609335935934885,,
1970-01-01 00:00:01.757408400,4359.72,4366.19,4352.24,4356.63,-0.0007067186750843151,,
1970-01-01 00:00:01.757412000,4356.62,4362.6,4341.51,4348.53,-0.001860965757701327,,
1970-01-01 00:00:01.757415600,4348.52,4355.83,4343.99,4347.1,-0.0003289008416619163,,
1970-01-01 00:00:01.757419200,4347.36,4367.7,4328.74,4345.82,-0.000294492531681259,,
1970-01-01 00:00:01.757422800,4345.42,4361.5,4322.59,4347.32,0.0003450997027280561,,
1970-01-01 00:00:01.757426400,4347.36,4362.78,4284.95,4306.03,-0.009543197343275269,,
1970-01-01 00:00:01.757430000,4305.61,4310.07,4276.7,4284.98,-0.004900481346384253,,
1970-01-01 00:00:01.757433600,4285.05,4297.5,4277.59,4288.01,0.0007068712610574536,,
1970-01-01 00:00:01.757437200,4287.92,4296.78,4278.97,4285.46,-0.0005948583421169685,,
1970-01-01 00:00:01.757440800,4285.45,4293.51,4279.68,4286.07,0.00014233164931567224,,
1970-01-01 00:00:01.757444400,4286.07,4299.13,4284.73,4293.85,0.0018135372200009244,,
1970-01-01 00:00:01.757448000,4293.87,4306.38,4280.43,4304.8,0.0025469128105394547,,
1970-01-01 00:00:01.757451600,4304.53,4319.57,4294.08,4302.0,-0.0006506483475345937,,
1970-01-01 00:00:01.757455200,4302.11,4318.51,4299.06,4318.51,0.003830404508832946,,
1970-01-01 00:00:01.757458800,4318.13,4318.91,4301.51,4309.93,-0.001988772669910168,,
1970-01-01 00:00:01.757462400,4309.94,4315.04,4283.77,4285.43,-0.005700765611105212,,
1970-01-01 00:00:01.757466000,4285.69,4316.0,4284.72,4302.04,0.003868431729886019,,
1970-01-01 00:00:01.757469600,4302.19,4326.29,4301.42,4316.87,0.0034412738119291362,,
1970-01-01 00:00:01.757473200,4316.86,4324.12,4307.39,4320.03,0.0007317440611796375,,
1970-01-01 00:00:01.757476800,4320.2,4320.2,4307.32,4311.99,-0.001862832181805895,,
1970-01-01 00:00:01.757480400,4311.98,4318.26,4294.81,4308.54,-0.0008004148664155236,,
1970-01-01 00:00:01.757484000,4308.23,4318.91,4297.51,4313.25,0.001092580651706847,,
1970-01-01 00:00:01.757487600,4313.24,4333.0,4311.86,4329.25,0.0037026365702869943,,
1970-01-01 00:00:01.757491200,4329.17,4334.63,4323.07,4331.67,0.0005588321016657167,,
1970-01-01 00:00:01.757494800,4331.67,4332.77,4308.72,4324.65,-0.001621936698030477,,
1970-01-01 00:00:01.757498400,4324.64,4333.07,4316.88,4326.83,0.0005039600267559383,,
1970-01-01 00:00:01.757502000,4326.84,4333.56,4322.3,4331.63,0.0011087423148513124,,
1970-01-01 00:00:01.757505600,4331.64,4392.96,4329.71,4370.84,0.009011295719931416,,
1970-01-01 00:00:01.757509200,4370.84,4440.0,4357.32,4418.32,0.01080432302386988,,
1970-01-01 00:00:01.757512800,4418.7,4454.5,4399.0,4401.68,-0.0037732471071460667,,
1970-01-01 00:00:01.757516400,4401.86,4426.14,4396.99,4405.5,0.0008674740926263985,,
1970-01-01 00:00:01.757520000,4405.82,4410.19,4362.93,4386.19,-0.004392791613777334,,
1970-01-01 00:00:01.757523600,4386.19,4398.09,4342.09,4367.3,-0.004315999520953067,,
1970-01-01 00:00:01.757527200,4367.09,4373.3,4327.07,4341.84,-0.005846747790938531,,
1970-01-01 00:00:01.757530800,4341.85,4343.26,4300.71,4323.4,-0.00425609165716313,,
1970-01-01 00:00:01.757534400,4323.09,4336.79,4320.99,4330.76,0.0017009165013000928,,
1970-01-01 00:00:01.757538000,4330.77,4354.6,4329.27,4350.56,0.004561526203940904,,
1970-01-01 00:00:01.757541600,4350.73,4358.05,4338.25,4347.03,-0.0008117191529662073,,
1970-01-01 00:00:01.757545200,4346.64,4357.24,4340.49,4350.0,0.0006829918065025646,,
1970-01-01 00:00:01.757548800,4350.38,4361.93,4339.12,4360.4,0.0023879511714735664,,
1970-01-01 00:00:01.757552400,4360.4,4384.41,4355.81,4366.52,0.001402556916588092,,
1970-01-01 00:00:01.757556000,4366.43,4387.23,4362.78,4377.51,0.0025137163955154277,,
1970-01-01 00:00:01.757559600,4377.62,4409.75,4373.78,4405.27,0.006321481909682609,,
1970-01-01 00:00:01.757563200,4405.07,4419.88,4396.37,4412.66,0.0016761307313915925,,
1970-01-01 00:00:01.757566800,4412.66,4426.02,4399.39,4420.2,0.0017072617094417645,,
1970-01-01 00:00:01.757570400,4420.19,4445.36,4407.35,4440.81,0.004651848303107515,,
1970-01-01 00:00:01.757574000,4440.81,4452.36,4427.53,4441.22,9.232123744033638e-05,,
1970-01-01 00:00:01.757577600,4441.21,4444.06,4428.56,4432.22,-0.002028526273055024,,
1970-01-01 00:00:01.757581200,4432.22,4435.76,4407.12,4417.1,-0.0034172150432957545,,
1970-01-01 00:00:01.757584800,4417.09,4431.52,4415.61,4428.6,0.0026001348630419665,,
1970-01-01 00:00:01.757588400,4428.61,4441.4,4423.45,4431.4,0.0006320541971137833,,
1970-01-01 00:00:01.757592000,4431.42,4480.92,4356.14,4427.14,-0.0009617838443771092,,
1970-01-01 00:00:01.757595600,4426.9,4444.4,4385.6,4438.36,0.0025311614664342437,,
1970-01-01 00:00:01.757599200,4438.89,4440.4,4397.23,4429.34,-0.002034350081945087,,
1970-01-01 00:00:01.757602800,4429.19,4434.55,4401.79,4413.89,-0.0034942019419736546,,
1970-01-01 00:00:01.757606400,4413.89,4428.0,4408.0,4419.67,0.0013086458517018239,,
1970-01-01 00:00:01.757610000,4418.92,4443.8,4414.4,4435.0,0.0034625830926639386,,
1970-01-01 00:00:01.757613600,4434.72,4439.05,4409.66,4421.16,-0.0031255106652771252,,
1970-01-01 00:00:01.757617200,4421.1,4432.21,4414.41,4424.8,0.0008229746020655788,,
1970-01-01 00:00:01.757620800,4425.21,4428.2,4410.7,4417.76,-0.0015922993991434554,,
1970-01-01 00:00:01.757624400,4418.16,4432.3,4415.17,4430.55,0.002890949550319962,,
1970-01-01 00:00:01.757628000,4430.55,4463.81,4425.13,4455.2,0.005548223443813831,,
1970-01-01 00:00:01.757631600,4455.19,4471.16,4453.3,4460.51,0.0011911559769984706,,
1970-01-01 00:00:01.757635200,4460.52,4540.66,4452.17,4513.83,0.011882907804413922,,
1970-01-01 00:00:01.757638800,4513.89,4534.63,4496.09,4499.21,-0.0032441912656959943,,
1970-01-01 00:00:01.757642400,4499.21,4526.21,4497.53,4509.1,0.0021957512504728895,,
1970-01-01 00:00:01.757646000,4509.07,4510.88,4489.47,4506.96,-0.00047470847358766416,,
1970-01-01 00:00:01.757649600,4506.95,4526.55,4501.65,4522.69,0.0034840809803184224,,
1970-01-01 00:00:01.757653200,4522.68,4560.76,4515.95,4559.11,0.00802047947225146,,
1970-01-01 00:00:01.757656800,4558.89,4564.35,4533.9,4540.6,-0.0040682671271056285,,
1970-01-01 00:00:01.757660400,4540.52,4553.13,4525.37,4526.97,-0.0030063203847595955,,
1970-01-01 00:00:01.757664000,4526.97,4534.8,4514.17,4518.78,-0.0018107956195792774,,
1970-01-01 00:00:01.757667600,4518.78,4529.2,4505.66,4516.01,-0.0006131852731035837,,
1970-01-01 00:00:01.757671200,4516.0,4524.02,4508.35,4517.52,0.0003343100679498475,,
1970-01-01 00:00:01.757674800,4517.51,4537.75,4514.12,4521.81,0.0009491854644294783,,
1970-01-01 00:00:01.757678400,4521.82,4531.55,4504.09,4527.43,0.0012420934183518398,,
1970-01-01 00:00:01.757682000,4527.42,4545.04,4507.2,4541.6,0.0031249232897030727,,
1970-01-01 00:00:01.757685600,4541.21,4573.34,4526.2,4548.5,0.0015181354056000049,,
1970-01-01 00:00:01.757689200,4548.5,4554.09,4529.84,4543.78,-0.0010382435261548889,,
1970-01-01 00:00:01.757692800,4543.79,4579.75,4534.48,4578.14,0.00753353734871533,,
1970-01-01 00:00:01.757696400,4578.14,4631.79,4567.64,4616.1,0.008257390646765178,,
1970-01-01 00:00:01.757700000,4615.83,4631.23,4602.18,4628.9,0.002769066128481835,,
1970-01-01 00:00:01.757703600,4628.62,4668.9,4616.9,4665.51,0.00787789420484662,,
1970-01-01 00:00:01.757707200,4665.51,4695.58,4634.83,4674.02,0.001822362015036092,,
1970-01-01 00:00:01.757710800,4674.02,4676.82,4648.12,4653.47,-0.004406337235324935,,
1970-01-01 00:00:01.757714400,4653.48,4744.75,4653.47,4698.22,0.009570535715592111,,
1970-01-01 00:00:01.757718000,4698.03,4717.73,4669.92,4714.66,0.0034930896210916664,,
1970-01-01 00:00:01.757721600,4714.66,4720.0,4699.49,4707.47,-0.0015261944795116227,,
1970-01-01 00:00:01.757725200,4707.47,4736.81,4702.54,4702.58,-0.0010393144436366337,,
1970-01-01 00:00:01.757728800,4702.86,4717.0,4694.05,4705.21,0.0005591111341798231,,
1970-01-01 00:00:01.757732400,4705.21,4768.6,4703.62,4758.44,0.011249478025260093,,
1970-01-01 00:00:01.757736000,4758.43,4758.59,4736.31,4745.2,-0.0027863026305094394,,
1970-01-01 00:00:01.757739600,4745.24,4745.81,4720.25,4726.37,-0.003976114795691997,,
1970-01-01 00:00:01.757743200,4726.28,4734.58,4703.58,4713.45,-0.0027373420398921133,,
1970-01-01 00:00:01.757746800,4713.44,4726.26,4709.76,4714.06,0.0001294085078354534,,
1970-01-01 00:00:01.757750400,4714.06,4734.23,4714.06,4732.61,0.0039273148829420184,,
1970-01-01 00:00:01.757754000,4732.61,4736.73,4723.04,4734.97,0.0004985434607114882,,
1970-01-01 00:00:01.757757600,4734.96,4742.0,4713.29,4720.7,-0.0030182971346180533,,
1970-01-01 00:00:01.757761200,4720.69,4727.32,4711.0,4722.32,0.00034311057604301975,,
1970-01-01 00:00:01.757764800,4722.32,4732.8,4716.8,4723.31,0.0002096207460224769,,
1970-01-01 00:00:01.757768400,4723.31,4728.23,4655.0,4688.02,-0.0074995065309477514,,
1970-01-01 00:00:01.757772000,4688.01,4711.52,4668.57,4691.55,0.0007526997861653761,,
1970-01-01 00:00:01.757775600,4691.55,4707.76,4641.34,4656.9,-0.007413027545010686,,
1970-01-01 00:00:01.757779200,4656.49,4671.3,4617.29,4625.71,-0.006720118022461761,,
1970-01-01 00:00:01.757782800,4624.31,4644.6,4607.0,4636.29,0.002284604750979687,,
1970-01-01 00:00:01.757786400,4635.88,4654.08,4627.14,4645.56,0.0019974472938299017,,
1970-01-01 00:00:01.757790000,4645.56,4651.57,4637.31,4640.53,-0.001083340887703262,,
1970-01-01 00:00:01.757793600,4640.6,4664.36,4638.9,4660.11,0.004210469156157206,,
1970-01-01 00:00:01.757797200,4660.1,4670.94,4659.17,4666.49,0.0013681300785201452,,
1970-01-01 00:00:01.757800800,4666.49,4668.35,4650.16,4661.1,-0.0011557113037637898,,
1970-01-01 00:00:01.757804400,4660.8,4675.33,4658.92,4669.0,0.001693444204871768,,
1970-01-01 00:00:01.757808000,4669.0,4683.87,4661.92,4672.32,0.0007108203422621709,,
1970-01-01 00:00:01.757811600,4672.34,4680.8,4653.35,4675.95,0.0007766143216759916,,
1970-01-01 00:00:01.757815200,4675.95,4694.53,4672.94,4685.68,0.0020786985821060976,,
1970-01-01 00:00:01.757818800,4685.68,4689.16,4663.29,4665.78,-0.004256026339981976,,
1970-01-01 00:00:01.757822400,4665.73,4670.78,4636.66,4661.43,-0.0009327548785511838,,
1970-01-01 00:00:01.757826000,4661.9,4682.47,4661.0,4678.88,0.0037364970332274296,,
1970-01-01 00:00:01.757829600,4678.88,4684.97,4662.56,4668.89,-0.0021374089870183233,,
1970-01-01 00:00:01.757833200,4668.78,4670.76,4644.29,4653.36,-0.003331816753797876,,
1970-01-01 00:00:01.757836800,4653.36,4667.1,4648.16,4658.5,0.0011039685996202346,,
1970-01-01 00:00:01.757840400,4658.1,4676.51,4655.02,4667.75,0.0019836489549654923,,
1970-01-01 00:00:01.757844000,4667.76,4672.17,4659.08,4662.11,-0.0012090215045059663,,
1970-01-01 00:00:01.757847600,4662.11,4670.0,4629.2,4637.22,-0.005353086606525177,,
1970-01-01 00:00:01.757851200,4637.22,4647.51,4617.59,4634.98,-0.0004831647383744498,,
1970-01-01 00:00:01.757854800,4634.98,4637.16,4608.04,4615.0,-0.004320016059087012,,
1970-01-01 00:00:01.757858400,4614.99,4647.16,4581.46,4604.1,-0.002364657087793555,,
1970-01-01 00:00:01.757862000,4604.17,4607.48,4579.44,4584.36,-0.004296700506805516,,
1970-01-01 00:00:01.757865600,4584.33,4612.7,4581.2,4598.91,0.0031688085344615175,,
1970-01-01 00:00:01.757869200,4598.9,4631.69,4592.54,4621.93,0.004993047883932848,,
1970-01-01 00:00:01.757872800,4621.58,4623.14,4602.5,4605.89,-0.0034764475584769207,,
1970-01-01 00:00:01.757876400,4605.79,4627.62,4593.98,4618.02,0.002630122581960119,,
1970-01-01 00:00:01.757880000,4617.59,4629.68,4615.72,4619.43,0.000305279056655276,,
1970-01-01 00:00:01.757883600,4619.01,4638.36,4600.0,4631.7,0.0026526504751043004,,
1970-01-01 00:00:01.757887200,4631.82,4640.12,4612.38,4631.49,-4.5340751951747155e-05,,
1970-01-01 00:00:01.757890800,4631.02,4632.32,4603.53,4605.93,-0.005534026867281512,,
1970-01-01 00:00:01.757894400,4605.93,4618.28,4589.2,4602.91,-0.00065589153645101,,
1970-01-01 00:00:01.757898000,4603.39,4625.29,4582.12,4620.27,0.003764432766278464,,
1970-01-01 00:00:01.757901600,4620.0,4632.03,4612.29,4622.38,0.00045657901936229815,,
1970-01-01 00:00:01.757905200,4622.39,4645.2,4621.16,4637.69,0.0033066734808858186,,
1970-01-01 00:00:01.757908800,4637.5,4661.72,4637.5,4644.07,0.0013747394900970652,,
1970-01-01 00:00:01.757912400,4644.07,4666.0,4641.24,4664.05,0.004293032467598921,,
1970-01-01 00:00:01.757916000,4663.62,4672.0,4619.0,4631.73,-0.006953720986075417,,
1970-01-01 00:00:01.757919600,4631.7,4643.71,4589.0,4599.33,-0.007019807703488182,,
1970-01-01 00:00:01.757923200,4599.03,4599.5,4509.02,4512.02,-0.019165693902780993,,
1970-01-01 00:00:01.757926800,4511.5,4537.73,4500.0,4527.4,0.0034028764768410675,,
1970-01-01 00:00:01.757930400,4527.39,4536.73,4505.78,4531.18,0.0008345679387717383,,
1970-01-01 00:00:01.757934000,4531.1,4541.31,4523.8,4531.89,0.00015667980087386975,,
1970-01-01 00:00:01.757937600,4531.88,4538.79,4510.76,4515.8,-0.003556712699443335,,
1970-01-01 00:00:01.757941200,4516.14,4543.55,4490.01,4516.9,0.00024355951275628363,,
1970-01-01 00:00:01.757944800,4516.57,4531.43,4499.11,4512.35,-0.0010078357305715042,,
1970-01-01 00:00:01.757948400,4512.35,4522.21,4464.68,4500.83,-0.0025562578963420645,,
1970-01-01 00:00:01.757952000,4500.72,4513.17,4480.7,4496.19,-0.0010314527279861301,,
1970-01-01 00:00:01.757955600,4495.78,4511.34,4475.59,4510.19,0.003108909745359378,,
1970-01-01 00:00:01.757959200,4510.07,4513.7,4486.37,4501.39,-0.0019530432614945819,,
1970-01-01 00:00:01.757962800,4501.3,4514.61,4476.81,4494.31,-0.0015740857213712815,,
1970-01-01 00:00:01.757966400,4494.4,4514.34,4488.27,4511.73,0.0038685197322754403,,
1970-01-01 00:00:01.757970000,4511.74,4529.25,4507.4,4524.96,0.0029280653540968513,,
1970-01-01 00:00:01.757973600,4524.96,4530.9,4510.45,4514.68,-0.0022744278381783005,,
1970-01-01 00:00:01.757977200,4514.68,4529.4,4509.3,4524.56,0.0021860253593153148,,
1970-01-01 00:00:01.757980800,4524.68,4525.42,4505.4,4514.52,-0.0022214659299121748,,
1970-01-01 00:00:01.757984400,4514.52,4538.85,4513.76,4518.91,0.000971945395180826,,
1970-01-01 00:00:01.757988000,4519.06,4532.93,4514.2,4515.09,-0.0008456940951231342,,
1970-01-01 00:00:01.757991600,4515.1,4533.29,4514.81,4521.9,0.0015071392773607002,,
1970-01-01 00:00:01.757995200,4521.69,4524.63,4489.31,4520.27,-0.0003605329290767904,,
1970-01-01 00:00:01.757998800,4520.26,4533.78,4513.16,4530.14,0.0021811175212742033,,
1970-01-01 00:00:01.758002400,4530.14,4537.06,4493.51,4509.57,-0.004551038806273656,,
1970-01-01 00:00:01.758006000,4509.57,4516.92,4502.89,4513.71,0.000917626470752027,,
1970-01-01 00:00:01.758009600,4513.69,4533.12,4499.37,4512.13,-0.0003501059216956378,,
1970-01-01 00:00:01.758013200,4512.16,4517.64,4503.7,4512.19,1.3297400801368067e-05,,
1970-01-01 00:00:01.758016800,4512.2,4515.47,4493.89,4499.16,-0.00289191055302075,,
1970-01-01 00:00:01.758020400,4499.15,4508.2,4493.88,4502.05,0.0006421359126841098,,
1970-01-01 00:00:01.758024000,4502.05,4507.72,4496.17,4500.65,-0.00031101780827664133,,
1970-01-01 00:00:01.758027600,4500.71,4513.7,4430.24,4474.0,-0.005938967721686283,,
1970-01-01 00:00:01.758031200,4474.0,4474.0,4425.0,4447.35,-0.005974449891662521,,
1970-01-01 00:00:01.758034800,4447.35,4473.67,4431.23,4469.0,0.004856256775039128,,
1970-01-01 00:00:01.758038400,4469.0,4473.4,4447.59,4464.51,-0.0010052040862036885,,
1970-01-01 00:00:01.758042000,4464.25,4512.19,4463.36,4488.01,0.0052499305167949435,,
1970-01-01 00:00:01.758045600,4488.0,4499.22,4467.43,4476.22,-0.002630456112395745,,
1970-01-01 00:00:01.758049200,4476.17,4496.65,4471.66,4492.17,0.0035569409484612563,,
1970-01-01 00:00:01.758052800,4492.49,4500.67,4484.43,4499.65,0.0016637347556766764,,
1970-01-01 00:00:01.758056400,4499.52,4511.59,4491.21,4509.11,0.0021001788208680006,,
1970-01-01 00:00:01.758060000,4509.11,4527.11,4502.2,4521.79,0.0028081383544261204,,
1970-01-01 00:00:01.758063600,4521.8,4525.32,4496.71,4502.7,-0.004230716300700499,,
1970-01-01 00:00:01.758067200,4502.7,4518.89,4494.32,4515.09,0.0027479033768537707,,
1970-01-01 00:00:01.758070800,4515.09,4521.72,4504.29,4515.99,0.00019931171088718135,,
1970-01-01 00:00:01.758074400,4515.99,4555.5,4508.95,4532.2,0.003583040882704844,,
1970-01-01 00:00:01.758078000,4532.4,4533.06,4497.07,4498.9,-0.007374550368270608,,
1970-01-01 00:00:01.758081600,4498.94,4506.37,4465.74,4478.77,-0.00448446729168318,,
1970-01-01 00:00:01.758085200,4478.76,4520.06,4478.17,4516.74,0.008442039529423222,,
1970-01-01 00:00:01.758088800,4516.53,4551.86,4507.07,4547.22,0.0067255625338638126,,
1970-01-01 00:00:01.758092400,4547.22,4557.11,4538.17,4545.45,-0.0003893245927450704,,
1970-01-01 00:00:01.758096000,4545.88,4547.53,4499.2,4512.81,-0.0072067132689379665,,
1970-01-01 00:00:01.758099600,4512.73,4512.73,4496.04,4496.24,-0.0036785274107327464,,
1970-01-01 00:00:01.758103200,4496.24,4502.52,4480.0,4485.4,-0.0024138142395532377,,
1970-01-01 00:00:01.758106800,4485.39,4502.18,4480.11,4493.4,0.0017819757911877547,,
1970-01-01 00:00:01.758110400,4493.41,4514.1,4484.69,4503.45,0.002234116202936125,,
1970-01-01 00:00:01.758114000,4503.45,4513.98,4485.31,4497.73,-0.0012709446472484855,,
1970-01-01 00:00:01.758117600,4497.73,4505.7,4467.68,4491.49,-0.0013883297999779214,,
1970-01-01 00:00:01.758121200,4492.26,4501.02,4483.24,4490.77,-0.00016031600099335793,,
1970-01-01 00:00:01.758124800,4490.77,4493.44,4471.26,4488.43,-0.0005212045734525993,,
